Stop_ID,Stop_name,stop_lat,stop_lon,GEOID,County,trip_id,route_id,direction_,shape_id
501548,HOLLIS CT BL/195 ST,40.748629999999999,-73.784098000000000,36081,Queens County,CS_C9-Weekday-SDon-100500_Q26_4,Q26,0,Q260028
501549,HOLLIS CT BL/53 AV,40.747703000000001,-73.782631999999992,36081,Queens County,CS_C9-Weekday-SDon-100500_Q26_4,Q26,0,Q260028
501550,HOLLIS CT BL/56 AV,40.746460999999996,-73.780440999999996,36081,Queens County,CS_C9-Weekday-SDon-100500_Q26_4,Q26,0,Q260028
501551,HOLLIS CT BL/199 ST,40.745496000000003,-73.778687000000005,36081,Queens County,CS_C9-Weekday-SDon-100500_Q26_4,Q26,0,Q260028
503074,PARSONS BL/ASH AV,40.757711999999998,-73.818968999999996,36081,Queens County,CS_C9-Weekday-SDon-100500_Q26_4,Q26,0,Q260028
503207,HOLLIS CT BL/48 AV,40.750184999999995,-73.786459999999991,36081,Queens County,CS_C9-Weekday-SDon-100500_Q26_4,Q26,0,Q260028
504994,ROOSEVELT AV /UNION ST,40.760160999999997,-73.827522000000002,36081,Queens County,CS_C9-Weekday-SDon-100500_Q26_4,Q26,0,Q260028
500855,SANFORD AV/147 ST,40.759813999999999,-73.816869999999994,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500856,SANFORD AV/149 ST,40.760416999999997,-73.814655000000002,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500857,SANFORD AV/MURRAY ST,40.761156999999997,-73.811841000000001,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500858,SANFORD AV/156 ST,40.761159999999997,-73.809111999999999,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500859,SANFORD AV/158 ST,40.760814000000003,-73.807298000000003,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500860,SANFORD AV/160 ST,40.760467999999996,-73.805449999999993,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500861,SANFORD AV/162 ST,40.760134999999998,-73.803589000000002,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500862,SANFORD AV/165 ST,40.759658999999999,-73.800605000000004,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500863,NORTHERN BL/168 ST,40.758854999999997,-73.798117000000005,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500864,NORTHERN BL/171 ST,40.758051999999999,-73.795908999999995,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500865,NORTHERN BL/AUBURNDALE LA,40.757657000000002,-73.794527000000002,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500866,NORTHERN BL/UTOPIA PY,40.757692999999996,-73.792527000000007,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500867,NORTHERN BL/190 ST,40.757683000000000,-73.791593999999989,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500868,NORTHERN BL/192 ST,40.757775000000002,-73.789000999999999,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500869,NORTHERN BL/194 ST,40.757837000000002,-73.787137999999999,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500870,NORTHERN BL/196 ST,40.757818999999998,-73.785258999999996,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500871,NORTHERN BL/FRANCIS LEWIS BL,40.757671000000002,-73.783656999999991,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500872,NORTHERN BL/202 ST,40.757490000000004,-73.781160000000000,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500873,NORTHERN BL/204 ST,40.757722999999999,-73.778893999999994,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500874,NORTHERN BL/CLEARVIEW EP,40.758369000000002,-73.776578000000001,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500875,NORTHERN BL/CORPORAL KENNEDY ST,40.759228000000000,-73.773337999999995,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500876,NORTHERN BL/211 ST,40.759726000000001,-73.771417000000000,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500877,NORTHERN BL/BELL BL,40.760348000000000,-73.768237999999997,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500878,NORTHERN BL/215 ST,40.760502000000002,-73.767094999999998,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500879,NORTHERN BL/217 ST,40.760953000000001,-73.764370999999997,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
500880,NORTHERN BL/SPRINGFIELD BL,40.761268999999999,-73.762438000000003,36081,Queens County,CS_C9-Weekday-SDon-148500_MISC_819,Q12,0,Q120037
